ID,FF,composition,T,Hydration,Q_FF,Q_OP,Q_OP_tails,Q_OP_heads
894,CHARMM36m,SDPC (1),303.15,46.0,0.101,0.7665,0.7666,
900,CHARMM36m,SDPC (1),303.15,48.0,0.0984,0.7619,0.7619,
899,CHARMM36m,SDPC (1),303.15,48.0,0.1003,0.7592,0.7592,
901,CHARMM36m,SDPC (1),303.15,46.0,0.0886,0.7577,0.7577,
