ID,FF,composition,T,Hydration,Q_FF,Q_OP,Q_OP_tails,Q_OP_heads
905,CHARMM36m,SD5PC (1),303.15,48.0,,0.3625,0.3625,
904,CHARMM36m,SD5PC (1),303.15,48.0,,0.3618,0.3618,
