M_PILPC_C4   M_PILPC_C4H1   0.129802798655165
M_PILPC_C4   M_PILPC_C4H2   0.129802798655165

M_PILPC_C5   M_PILPC_C5H1   0.1027535874262723
M_PILPC_C5   M_PILPC_C5H2   0.1027535874262723

M_PILPC_C6   M_PILPC_C6H1   0.0755205923580195
M_PILPC_C6   M_PILPC_C6H2   0.0755205923580195

M_PILPC_C7   M_PILPC_C7H1   0.04145417998992401
M_PILPC_C7   M_PILPC_C7H2   0.04145417998992401

M_PILPC_C8   M_PILPC_C8H1   0.010158234030084035
M_PILPC_C8   M_PILPC_C8H2   0.010158234030084035

M_PILPC_C9   M_PILPC_C9H1   0.040532261989217944
M_PILPC_C9   M_PILPC_C9H2   0.040532261989217944

M_PILPC_C10  M_PILPC_C10H1  0.012373493315237682
M_PILPC_C10  M_PILPC_C10H2  0.012373493315237682

M_PILPC_C11  M_PILPC_C11H1  0.058995897636257066
M_PILPC_C11  M_PILPC_C11H2  0.058995897636257066

M_PILPC_C14  M_PILPC_C14H1  0.0934341616886522
M_PILPC_C14  M_PILPC_C14H2  0.0934341616886522

M_PILPC_C18  M_PILPC_C18H1  0.019388124051092748
M_PILPC_C18  M_PILPC_C18H2  0.019388124051092748
